time,ax,ay,az,ax_g,ay_g,az_g,rot_x,rot_y,rot_,heart
11:10:13:115,,,,1.514656662940979,0.7226324081420898,8.839086532592773,48.15999984741211,-20.860000610351562,25.549999237060547,100
11:10:13:143,0.969380259513855,0.462484747171402,5.657015323638916,1.514656662940979,0.7226324081420898,8.839086532592773,-7.559999942779541,0.49000000953674316,6.369999885559082,100
11:10:13:180,0.8807885050773621,0.4733577370643616,4.7706379890441895,1.6462620496749878,0.851844847202301,9.145368576049805,-8.819999694824219,1.399999976158142,2.5899999141693115,100
11:10:13:221,0.6797453165054321,0.3346582353115082,3.868195056915283,1.6151552200317383,0.7968099117279053,9.20997428894043,-5.670000076293945,0.9800000190734863,0.49000000953674316,100
11:10:13:265,0.360027551651001,0.0935291051864624,3.230468273162842,1.3854442834854126,0.5790630578994751,9.379864692687988,-6.650000095367432,0.9100000262260437,0.3499999940395355,100
11:10:13:305,0.3990490436553955,-0.04003217816352844,2.6590304374694824,1.5242280960083008,0.43549373745918274,9.473184585571289,-1.9600000381469727,-0.7699999809265137,1.8200000524520874,100
11:10:13:344,0.27903974056243896,0.05220159888267517,2.173166275024414,1.4739787578582764,0.5407779216766357,9.530611991882324,-3.430000066757202,-0.8400000333786011,1.9600000381469727,100
11:10:13:388,0.2921450138092041,-0.019494980573654175,1.7653326988220215,1.5601203441619873,0.46420758962631226,9.564111709594727,-3.2899999618530273,-0.699999988079071,0.7699999809265137,100
11:10:13:428,0.19160246849060059,0.0571458637714386,1.4562950134277344,1.5074783563613892,0.5551348924636841,9.619147300720215,-7.070000171661377,-0.07000000029802322,0.9800000190734863,100
11:10:13:473,0.2489948272705078,-0.0212823748588562,1.1037797927856445,1.6271194219589233,0.4713860750198364,9.542576789855957,-4.619999885559082,-0.07000000029802322,-0.3499999940395355,100
11:10:13:507,0.16665339469909668,0.032744765281677246,0.9615077972412109,1.5864413976669312,0.5335994362831116,9.640682220458984,-7.139999866485596,1.3300000429153442,-0.21000000834465027,100
